         15395641 function calls (15388763 primitive calls) in 44.600 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pooling.py:809(LPPool2d)
        1    0.000    0.000    0.000    0.000 pathlib.py:952(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1275(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 extras.py:290(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 typing.py:1366(Iterator)
        1    0.000    0.000    0.000    0.000 _internal.py:883(recursive)
        1    0.000    0.000    0.000    0.000 dataloader.py:29(_DatasetKind)
        1    0.000    0.000    0.000    0.000 parse.py:250(ParseResult)
        1    0.000    0.000    0.000    0.000 request.py:571(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 constraints.py:83(_DependentProperty)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:620(BroadcastingListCls)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getCompiledVersion}
        1    0.000    0.000    0.000    0.000 pooling.py:970(_AdaptiveAvgPoolNd)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 ftemp.py:7(ftemp)
        1    0.000    0.000    0.000    0.000 loss.py:368(MSELoss)
        1    0.000    0.000    0.000    0.000 conv.py:78(Conv1d)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:112(GroupMember)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 argparse.py:664(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 pooling.py:981(AdaptiveAvgPool1d)
        1    0.000    0.000    0.000    0.000 constraints.py:166(_GreaterThan)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(ExtractError)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 constraints.py:198(_LessThan)
        1    0.000    0.000    0.000    0.000 request.py:734(ProxyHandler)
        1    0.000    0.000    0.000    0.000 pathlib.py:361(_Accessor)
        1    0.000    0.000    0.000    0.000 __init__.py:1753(TopLevelTracedModule)
        1    0.000    0.000    0.000    0.000 _exceptions.py:82(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 dropout.py:183(FeatureAlphaDropout)
        1    0.000    0.000    0.000    0.000 typing.py:129(Final)
        1    0.000    0.000    0.000    0.000 loss.py:23(L1Loss)
        1    0.000    0.000    0.000    0.000 __init__.py:13(cuFFTPlanCacheAttrContextProp)
        1    0.000    0.000    0.000    0.000 typing.py:1261(_ProtocolMeta)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 conv.py:781(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 typing.py:1322(_Protocol)
        1    0.000    0.000    0.000    0.000 __init__.py:87(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:368(_unspecified)
        1    0.000    0.000    0.000    0.000 typing.py:1455(MutableMapping)
        1    0.000    0.000    0.000    0.000 records.py:81(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1322(StructureFormat)
        1    0.000    0.000    0.000    0.000 _iotools.py:478(ConverterLockError)
        1    0.000    0.000    0.000    0.000 observer.py:318(MovingAveragePerChannelMinMaxObserver)
        1    0.000    0.000    0.000    0.000 request.py:1386(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:196(FloatStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        1    0.000    0.000    0.000    0.000 loss.py:91(NLLLoss)
        1    0.000    0.000    0.000    0.000 _VF.py:6(VFModule)
        1    0.000    0.000    0.000    0.000 activation.py:1015(LogSoftmax)
        1    0.000    0.000    0.000    0.000 padding.py:357(ReplicationPad3d)
        1    0.000    0.000    0.000    0.000 loss.py:727(SmoothL1Loss)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 __init__.py:228(BFloat16Storage)
        1    0.000    0.000    0.000    0.000 function.py:80(FunctionMeta)
        1    0.000    0.000    0.000    0.000 _exceptions.py:142(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 constraints.py:186(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:854(EndOfBlock)
        1    0.000    0.000    0.000    0.000 utils.py:1270(_Dummy)
        1    0.000    0.000    0.000    0.000 __init__.py:1074(PlaceHolder)
        1    0.000    0.000    0.000    0.000 activation.py:422(GLU)
        1    0.000    0.000    0.000    0.000 loss.py:1012(MarginRankingLoss)
        1    0.000    0.000    0.000    0.000 polynomial.py:30(RankWarning)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 connection.py:745(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 activation.py:542(LogSigmoid)
        1    0.000    0.000    0.000    0.000 __init__.py:376(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 inspect.py:856(BlockFinder)
        1    0.000    0.000    0.000    0.000 constraints.py:52(Constraint)
        1    0.000    0.000    0.000    0.000 ssl.py:191(CertificateError)
        1    0.000    0.000    0.000    0.000 client.py:1304(NotConnected)
        1    0.000    0.000    0.000    0.000 QConfig.py:7(QConfig)
        1    0.000    0.000    0.000    0.000 index_tricks.py:257(OGridClass)
        1    0.000    0.000    0.000    0.000 __init__.py:988(FileHandler)
        1    0.000    0.000    0.000    0.000 threading.py:1186(_MainThread)
        1    0.000    0.000    0.000    0.000 padding.py:307(ReplicationPad2d)
        1    0.000    0.000    0.000    0.000 __init__.py:171(CuDNNHandle)
        1    0.000    0.000    0.000    0.000 __init__.py:3(context)
        1    0.000    0.000    0.000    0.000 core.py:1120(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 __init__.py:171(c_long)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:16(DummyArray)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 loss.py:207(NLLLoss2d)
        1    0.000    0.000    0.000    0.000 request.py:1142(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 profiler.py:311(record_function)
        1    0.000    0.000    0.000    0.000 __init__.py:196(c_double)
        1    0.000    0.000    0.000    0.000 typing.py:1468(MutableSequence)
        1    0.000    0.000    0.000    0.000 numeric.py:81(ComplexWarning)
        1    0.000    0.000    0.000    0.000 fused.py:5(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 shutil.py:62(ReadError)
        1    0.000    0.000    0.000    0.000 client.py:1310(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 argparse.py:963(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 frontend.py:109(UnsupportedNodeError)
        1    0.000    0.000    0.000    0.000 ssl.py:134(<dictcomp>)
        1    0.000    0.000    0.000    0.000 loss.py:785(SoftMarginLoss)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:191(SpectralNormStateDictHook)
        1    0.000    0.000    0.000    0.000 observer.py:13(_PartialWrapper)
        1    0.000    0.000    0.000    0.000 extras.py:1489(mr_class)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 pooling.py:213(_MaxUnpoolNd)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 activation.py:873(Tanhshrink)
        1    0.000    0.000    0.000    0.000 case.py:216(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 serialization.py:32(SourceChangeWarning)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 pathlib.py:947(PurePosixPath)
        1    0.000    0.000    0.000    0.000 loss.py:287(KLDivLoss)
        1    0.000    0.000    0.000    0.000 pooling.py:901(AdaptiveMaxPool2d)
        1    0.000    0.000    0.000    0.000 typing.py:1479(List)
        1    0.000    0.000    0.000    0.000 pathlib.py:495(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 rnn.py:260(RNN)
        1    0.000    0.000    0.000    0.000 __init__.py:210(TensorDescriptorArray)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 loss.py:919(MultiLabelSoftMarginLoss)
        1    0.000    0.000    0.000    0.000 core.py:204(<listcomp>)
        1    0.000    0.000    0.000    0.000 loss.py:826(CrossEntropyLoss)
        1    0.000    0.000    0.000    0.000 frontend.py:174(SourceContext)
        1    0.000    0.000    0.000    0.000 __init__.py:660(IntStorage)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(MGridClass)
        1    0.000    0.000    0.000    0.000 shutil.py:49(Error)
        1    0.000    0.000    0.000    0.000 dataset.py:148(TensorDataset)
        1    0.000    0.000    0.000    0.000 constraints.py:182(_GreaterThanEq)
        1    0.000    0.000    0.000    0.000 __init__.py:670(Filterer)
        1    0.000    0.000    0.000    0.000 worker.py:60(WorkerInfo)
        1    0.000    0.000    0.000    0.000 fetch.py:18(_IterableDatasetFetcher)
        1    0.000    0.000    0.000    0.000 loss.py:966(CosineEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 tarfile.py:706(ExFileObject)
        1    0.000    0.000    0.000    0.000 rnn.py:870(LSTMCell)
        1    0.000    0.000    0.000    0.000 context.py:276(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:269(SpawnProcess)
        1    0.000    0.000    0.000    0.000 typing.py:853(Callable)
        1    0.000    0.000    0.000    0.000 decorators.py:99(skipif)
        1    0.000    0.000    0.000    0.000 argparse.py:834(_StoreAction)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:192(DoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:680(BoolStorage)
        1    0.000    0.000    0.000    0.000 distributed.py:7(DistributedSampler)
        1    0.000    0.000    0.000    0.000 client.py:1355(LineTooLong)
        1    0.000    0.000    0.000    0.000 __init__.py:212(ShortStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:385(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:271(CosineAnnealingLR)
        1    0.000    0.000    0.000    0.000 dataloader.py:41(_InfiniteConstantSampler)
        1    0.000    0.000    0.000    0.000 __init__.py:1902(NullHandler)
        1    0.000    0.000    0.000    0.000 case.py:292(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 loss.py:434(BCELoss)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:79(set_detect_anomaly)
        1    0.000    0.000    0.000    0.000 activation.py:786(PReLU)
        1    0.000    0.000    0.000    0.000 loss.py:663(MultiLabelMarginLoss)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 __init__.py:273(device_of)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:827(Deque)
        2    0.000    0.000    0.000    0.000 __init__.py:411(__init__)
        1    0.000    0.000    0.000    0.000 activation.py:101(RReLU)
        1    0.000    0.000    0.000    0.000 argparse.py:1532(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 case.py:136(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 queue.py:214(PriorityQueue)
        1    0.000    0.000    0.000    0.000 fetch.py:7(_BaseDatasetFetcher)
        1    0.000    0.000    0.000    0.000 annotations.py:19(Module)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 loss.py:1120(TripletMarginLoss)
        1    0.000    0.000    0.000    0.000 typing.py:1088(Generic)
        1    0.000    0.000    0.000    0.000 frontend.py:105(NotSupportedError)
        4    0.000    0.000    0.000    0.000 annotations.py:20(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1836(_ConstSequential)
        1    0.000    0.000    0.000    0.000 pooling.py:30(MaxPool1d)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1158(BoolFormat)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 module.py:10(_IncompatibleKeys)
        1    0.000    0.000    0.000    0.000 _exceptions.py:73(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 constraints.py:170(__init__)
        1    0.000    0.000    0.000    0.000 stubs.py:4(QuantStub)
        1    0.000    0.000    0.000    0.000 __init__.py:188(c_uint)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 activation.py:988(Softmax2d)
        1    0.000    0.000    0.000    0.000 connection.py:767(XmlListener)
        1    0.000    0.000    0.000    0.000 activation.py:59(ReLU)
        1    0.000    0.000    0.000    0.000 resnet.py:8(BasicBlock)
        1    0.000    0.000    0.000    0.000 __init__.py:238(QInt32Storage)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:168(FunctionModifiers)
        1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
        1    0.000    0.000    0.000    0.000 transformer.py:140(TransformerEncoder)
        1    0.000    0.000    0.000    0.000 padding.py:395(ZeroPad2d)
        1    0.000    0.000    0.000    0.000 __init__.py:656(LongStorage)
        1    0.000    0.000    0.000    0.000 argparse.py:203(_Section)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:108(group)
        1    0.000    0.000    0.000    0.000 asgd.py:6(ASGD)
        1    0.000    0.000    0.000    0.000 pooling.py:878(AdaptiveMaxPool1d)
        1    0.000    0.000    0.000    0.000 pickle.py:87(_Stop)
        1    0.000    0.000    0.000    0.000 client.py:1336(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 _classes.py:3(_Classes)
        1    0.000    0.000    0.000    0.000 transformer.py:184(TransformerDecoder)
        1    0.000    0.000    0.000    0.000 getlimits.py:34(MachArLike)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:203(NoReturn)
        1    0.000    0.000    0.000    0.000 __init__.py:175(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:41(PropModule)
        1    0.000    0.000    0.000    0.000 __init__.py:1542(RootLogger)
        2    0.000    0.000    0.000    0.000 core.py:3363(shape)
        1    0.000    0.000    0.000    0.000 loss.py:1194(CTCLoss)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:769(_ExtensionsGenericMeta)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyDomainError)
        1    0.000    0.000    0.000    0.000 threading.py:1156(Timer)
        9    0.000    0.000    0.000    0.000 mcst.py:82(<lambda>)
        1    0.000    0.000    0.000    0.000 sampler.py:5(Sampler)
        1    0.000    0.000    0.000    0.000 dataset.py:244(Subset)
        1    0.000    0.000    0.000    0.000 pooling.py:863(_AdaptiveMaxPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:696(FractionalMaxPool3d)
        1    0.000    0.000    0.000    0.000 typing.py:1488(Set)
        1    0.000    0.000    0.000    0.000 worker.py:47(ManagerWatchdog)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 util.py:23(bclr)
        1    0.000    0.000    0.000    0.000 parse.py:264(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1497(_FrozenSetMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1319(Protocol)
        1    0.000    0.000    0.000    0.000 utils.py:124(FormatReplace)
        1    0.000    0.000    0.000    0.000 instancenorm.py:133(InstanceNorm2d)
        1    0.000    0.000    0.000    0.000 loss.py:1058(MultiMarginLoss)
        1    0.000    0.000    0.000    0.000 pathlib.py:513(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:1359(OrderedParameterDict)
        1    0.000    0.000    0.000    0.000 optimizer.py:9(_RequiredParameter)
        1    0.000    0.000    0.000    0.000 process.py:277(AuthenticationString)
        1    0.000    0.000    0.000    0.000 request.py:1160(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 constraints.py:70(_Dependent)
        1    0.000    0.000    0.000    0.000 errors.py:87(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 core.py:170(MaskError)
        1    0.000    0.000    0.000    0.000 _globals.py:32(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:259(c_wchar)
        1    0.000    0.000    0.000    0.000 fetch.py:38(_MapDatasetFetcher)
        1    0.000    0.000    0.000    0.000 parse.py:125(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 __init__.py:514(TracingCheckError)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 parse.py:117(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(CompressionError)
        1    0.000    0.000    0.000    0.000 calendar.py:488(different_locale)
        1    0.000    0.000    0.000    0.000 fold.py:139(Unfold)
        1    0.000    0.000    0.000    0.000 sre_parse.py:95(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 threading.py:1205(_DummyThread)
        1    0.000    0.000    0.000    0.000 request.py:840(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 arrayprint.py:985(FloatFormat)
        1    0.000    0.000    0.000    0.000 _utils.py:357(KeyErrorMessage)
        3    0.000    0.000    0.000    0.000 core.py:862(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:8(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:653(_SharedFile)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:179(_ndptr)
        1    0.000    0.000    0.000    0.000 argparse.py:1057(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 _utils_internal.py:29(prepare_multiprocessing_environment)
        3    0.000    0.000    0.000    0.000 _six.py:67(metaclass)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1643(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 container.py:11(Container)
        1    0.000    0.000    0.000    0.000 pickle.py:63(PickleError)
        1    0.000    0.000    0.000    0.000 typing.py:333(AnyMeta)
        1    0.000    0.000    0.000    0.000 zipfile.py:557(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 client.py:1321(IncompleteRead)
        1    0.000    0.000    0.000    0.000 pathlib.py:1419(WindowsPath)
        1    0.000    0.000    0.000    0.000 normalization.py:55(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 reductions.py:22(StorageWeakRef)
        1    0.000    0.000    0.000    0.000 spawn.py:44(SpawnContext)
        1    0.000    0.000    0.000    0.000 constraints.py:301(_Cat)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 typing.py:652(Optional)
        1    0.000    0.000    0.000    0.000 padding.py:23(ConstantPad1d)
        1    0.000    0.000    0.000    0.000 rnn.py:732(RNNCellBase)
        1    0.000    0.000    0.000    0.000 pooling.py:424(_AvgPoolNd)
        1    0.000    0.000    0.000    0.000 linear.py:10(Identity)
        1    0.000    0.000    0.000    0.000 feedparser.py:531(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 function.py:62(_HookMixin)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 request.py:1444(FTPHandler)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1197(ComplexFormat)
        1    0.000    0.000    0.000    0.000 argparse.py:743(Action)
        1    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
        1    0.000    0.000    0.000    0.000 __init__.py:167(c_ushort)
        1    0.000    0.000    0.000    0.000 core.py:162(MAError)
        1    0.000    0.000    0.000    0.000 pooling.py:754(_LPPoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:433(AvgPool1d)
        1    0.000    0.000    0.000    0.000 adadelta.py:6(Adadelta)
        1    0.000    0.000    0.000    0.000 pooling.py:557(AvgPool3d)
        1    0.000    0.000    0.000    0.000 argparse.py:1029(_VersionAction)
        1    0.000    0.000    0.000    0.000 fused.py:11(LinearReLU)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 std.py:66(TqdmMonitorWarning)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 transformer.py:235(TransformerEncoderLayer)
        1    0.000    0.000    0.000    0.000 case.py:179(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 activation.py:298(ELU)
        1    0.000    0.000    0.000    0.000 activation.py:454(Hardshrink)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:86(reduce_op)
        1    0.000    0.000    0.000    0.000 subprocess.py:371(SubprocessError)
        1    0.000    0.000    0.000    0.000 activation.py:609(Softshrink)
        1    0.000    0.000    0.000    0.000 std.py:43(TqdmWarning)
        1    0.000    0.000    0.000    0.000 pathlib.py:1416(PosixPath)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:145(SpectralNormLoadStateDictPreHook)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 subprocess.py:503(_cleanup)
        1    0.000    0.000    0.000    0.000 argparse.py:989(_CountAction)
        1    0.000    0.000    0.000    0.000 core.py:6607(_frommethod)
        1    0.000    0.000    0.000    0.000 core.py:856(_DomainGreater)
        2    0.000    0.000    0.000    0.000 constraints.py:146(__init__)
        1    0.000    0.000    0.000    0.000 padding.py:72(ConstantPad2d)
        1    0.000    0.000    0.000    0.000 dropout.py:57(Dropout2d)
        1    0.000    0.000    0.000    0.000 __init__.py:221(c_ubyte)
        1    0.000    0.000    0.000    0.000 activation.py:249(Sigmoid)
        1    0.000    0.000    0.000    0.000 constraints.py:109(_IntegerInterval)
        1    0.000    0.000    0.000    0.000 upsampling.py:142(UpsamplingNearest2d)
        1    0.000    0.000    0.000    0.000 argparse.py:926(_AppendAction)
        1    0.000    0.000    0.000    0.000 function.py:10(_ContextMethodMixin)
        1    0.000    0.000    0.000    0.000 activation.py:897(Softmin)
        1    0.000    0.000    0.000    0.000 _functions.py:5(SyncBatchNorm)
        1    0.000    0.000    0.000    0.000 tarfile.py:267(TarError)
        1    0.000    0.000    0.000    0.000 __init__.py:591(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __future__.py:11(<module>)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:252(ExponentialLR)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:659(Literal)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1315(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 process.py:291(_MainProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:163(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:216(CharStorage)
        1    0.000    0.000    0.000    0.000 rprop.py:5(Rprop)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:45(DupFd)
        1    0.000    0.000    0.000    0.000 request.py:1286(HTTPHandler)
        1    0.000    0.000    0.000    0.000 sampler.py:113(SubsetRandomSampler)
        1    0.000    0.000    0.000    0.000 __init__.py:1378(OrderedBufferDict)
        1    0.000    0.000    0.000    0.000 __init__.py:184(c_int)
        1    0.000    0.000    0.000    0.000 utils.py:47(KnownFailureException)
        1    0.000    0.000    0.000    0.000 instancenorm.py:207(InstanceNorm3d)
        1    0.000    0.000    0.000    0.000 sampler.py:51(SequentialSampler)
        1    0.000    0.000    0.000    0.000 batchnorm.py:175(BatchNorm2d)
        1    0.000    0.000    0.000    0.000 arrayprint.py:992(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 pooling.py:11(_MaxPoolNd)
        1    0.000    0.000    0.000    0.000 typing.py:1362(Iterable)
        1    0.000    0.000    0.000    0.000 reductions.py:41(SharedCache)
        1    0.000    0.000    0.000    0.000 __init__.py:370(PercentStyle)
        1    0.000    0.000    0.000    0.000 _functions.py:50(Gather)
        1    0.000    0.000    0.000    0.000 sampler.py:166(BatchSampler)
        1    0.000    0.000    0.000    0.000 context.py:16(BufferTooShort)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:47(PytestTester)
        1    0.000    0.000    0.000    0.000 random.py:661(seed)
        1    0.000    0.000    0.000    0.000 __init__.py:231(cudaStatus)
        1    0.000    0.000    0.000    0.000 argparse.py:1010(_HelpAction)
        1    0.000    0.000    0.000    0.000 typing.py:1522(MappingView)
        1    0.000    0.000    0.000    0.000 pathlib.py:535(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loss.py:8(_Loss)
        1    0.000    0.000    0.000    0.000 _utils.py:363(ExceptionWrapper)
        1    0.000    0.000    0.000    0.000 std.py:39(TqdmKeyError)
        1    0.000    0.000    0.000    0.000 request.py:850(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:338(ClassVar)
        1    0.000    0.000    0.000    0.000 argparse.py:734(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 conv.py:523(ConvTranspose1d)
        1    0.000    0.000    0.000    0.000 errors.py:78(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 dataset.py:35(IterableDataset)
        1    0.000    0.000    0.000    0.000 core.py:817(_DomainTan)
        1    0.000    0.000    0.000    0.000 activation.py:218(ReLU6)
        1    0.000    0.000    0.000    0.000 pooling.py:638(FractionalMaxPool2d)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        1    0.000    0.000    0.000    0.000 grad_mode.py:100(set_grad_enabled)
        1    0.000    0.000    0.000    0.000 dropout.py:20(Dropout)
        1    0.000    0.000    0.000    0.000 _ops.py:33(_OpNamespace)
        1    0.000    0.000    0.000    0.000 zipfile.py:674(_Tellable)
        1    0.000    0.000    0.000    0.000 typing.py:1548(Dict)
        1    0.000    0.000    0.000    0.000 __init__.py:1012(CompilationUnit)
        1    0.000    0.000    0.000    0.000 queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 stubs.py:21(DeQuantStub)
        1    0.000    0.000    0.000    0.000 context.py:208(Process)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 __init__.py:937(StreamHandler)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1204(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:33(_SupportedQEnginesProp)
        1    0.000    0.000    0.000    0.000 __init__.py:17(ExportTypes)
        1    0.000    0.000    0.000    0.000 sre_parse.py:278(seek)
        1    0.000    0.000    0.000    0.000 core.py:792(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 client.py:1339(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:390(decorator)
        1    0.000    0.000    0.000    0.000 queue.py:233(LifoQueue)
